text,label
Tuotetilaus sujui moitteettomasti. Tavara tuli silloin kuin oli luvattu. Hinta kesti kansainvälisenkin vertailun.,1
Harhaajotavia tarjouksia ja paketti tulee toiseen paikkaan kuin pyydetty.,0
"24mx on osoitautunut nopeaksi, halvaksi ja varmaksi liikkeeksi ostaa osia.",1
"Erittäin nopea toimitus, ei mitään pahaa sanottavaa.",1
"Nopea ja hyvä palvelu, suosittelen ❤️",1
Olisi kiva saada vahvistus että kukat ovat menneet perille.,1
"Tilasin käsitöilleni merkkausnauhoja ja ne on juurikin niin ihanat kuin toivoin! Tilaus ja toimituskin sujuivat moitteetta, niin voinko muuta kuin suositella lämpimästi!!!",1
Erinomainen asiakaspalvelu ja loistava asentaja!,1
"Kaikki meni just niinkun piti, sain paketin nopeasti ja sain vielä pienen highlighterin kaupanpäälle:) suosittelen!",1
hyvä ja halpa,1
Huono laatuisia kuvia. Ifolorilta olen aina tätä ennen tilannut ja aina onnistuneet kuvat. Tilaan sieltäkin jatkossa.,0
Waltteri Niemi piti tarmokkaasti yhteyttä ja esitti ja hoiti asiat todella hyvin.,1
Kaikki toimi kuten luvattiin ja renkaat tuli ovelle viikossa.,1
Nopea toimitus,1
"Kaikki sujui hyvin, paketin seuranta toimi ja paketti tuli ajallaan perille.",1
kauniit kukat,1
Hyviä tarjouksia ja aina on homma pelannut!,1
Tilauksen toimitus kestänyt nyt 10päivää eikä se vieläkään ole tullut edes Suomen puolelle. Ei siis hyvää palvelua,0
"Laskut menee sellaiseen sähköpostiin, joita ei ole ostoksien yhteydessä ilmoitettu. Sitten ihmettelet missä laskusi viipyy ja päälle lätkäistään viivästyskorot ja kaiken maailman käsittelykulut. Ei paperi muistutuksia oikeaan fyysiseen postilaatikkoon eikä oikeaan käytössä olevaan s-postiin. Kukaan ei vastaa asiakaspalvelussa että saisi asian hoidetuksi. Huonoa palvelua, ei voi suositella kenellekkään. Lisäksi olen saanut viime syyskuussa viestin vanhaan sähköpostiin että velkasaldo edellisellä laskulla kirjeen lähetyspäivänä joulukuussa 2012 8,51 €.. mitä ihmettä?? En tietääkseni ole ollut tälle firmalle mitään velkaa ja edellisestä tilauksesta on viisi vuotta. Tästä onkin sitten sitten lähtenyt viivästyskorot ja käsittelymaksut raksuttamaan, koska he ovat lähettäneet laskut sähköpostiin, jota ei ole viimeksi käytetyn oston yhteydessä mainittu vaan käytetty viisi vuotta sitten viimeksi.",0
"Homma toimi melkein niinkuin pitikin, pari tuntia viiveellä vain, mutta muuten hyvä",1
Sujuva ja helppo asioida,1
"Ok, kaikki ⁰ kunnossa",1
Tilauksen tekeminen helppoa ja nopea toimitus,1
"4 kuukautta koneeni toiminut ja nyt ei enää toimi, näyttää vaan mustaa ruutua tekstillä non system disk or disk error.",0
"Palvelu erittäin luotettavaa,joustavaa ja nopea toimitus kotiovelle saakka.Tilaan jatkossakin!",1
"Vähän arvelutti ennen ostosta, mutta ostos tuli nopeasti, maksu onnistui. En ole nettishoppaaja, eli 1-3 nettikauppaa vuosi.",1
"Nopea toimitus, oikeat tuotteet ja hyvin pakattu.",1
Uskomattoman hidas toimitus tuotteilla.,0
Aktiivisia olivat kauppaa tekemään.,1
"Edullinen hinta, mutta kun toimituksessa kestää lähestulkoon kuukausi tilauksesta (tilaamani tuotteet oli kaikki varastossa), on vaikea antaa kovin positiivista palautetta.",0
"Tilaus 14.10.2019. Tänään 22.10.2019 en ole vielä saanut tuotetta.Miksi ette laita lähetykseen seurantakoodia. Ei tarvitsisi olla epätietoisuudessa siitä, missä lähetys seilaa!",0
Nopeudesta ei voi puhua kun meni yli viikko ennen kuin tilaus tuli perille.,0
"Uskomatonta, että voitte mokata täsmälleen samalla tavalla kaksi kertaa peräkkäin ja vielä tehdä sen etanan nopeudella. Nyt harmittaa ja todella paljon ja edelleen olen ilman haluamsani, tilaamaani ja tarvitsemaani tuotetta. Aika ja vaivaa kyllä kuluu saman asian selvittämiseen ja järjestämiseen kerta toisensa jälkeen.",0
"Tilasin niskalampun. Hyvä tuote, hyvä valoteho, kevyt. Helppo kutoa mustalla. Toimitus oli ripeää.",1
"Pitkä toimitusaika. Reklamaatiotilanteessa erittäin huono kohtelu. Ilmeisesti Kodin1 ei halua pitää asiakasta tyytyväisenä, sillä niin huonosti käsittelivät asiani. En enää koskaan tilaa tästä yrityksestä yhtään mitään enkä voi suositella muillekaan.",0
"Laitoin koruluetteloon lähettäessäni korut merkinnän kirjallisesti, että haluan helmen, rubiinin ja timantin palautettavaksi, kuten mainoksessa luvataan, veloituksetta. Ei palautettu. Teen rikosilmoituksen poliisille, koska asia ei muuten järjesty lukuisista sähköposteistani huolimatta.Ei mitään selvitystä maksun perusteista.En suosittele, vaikuttaa huijaukselta.",0
"Kalusteet, jotka tilasin kaksi viikoa sitten (sain tilausvahvistuksen 1.9.) eivät ole vielä saapuneet. Viimeisimmän saamani tiedon mukaan niiden lähetyspäivä on 8.10. eli noin kolmen viikon kuluttua.Vaikea antaa tähtiä, kun tilattuja tavaroita ei ole vielä näköpiirissäkään.Toivoisin yrityksen panostavan asiakastyytyväisyyskyseilyiden sijaan tilattujen tuotteiden toimittamiseen asiakkaalle ilman kohtuuttomia viiveitä.",0
"Hidas toimitus, ei Suomenkielistä asiakaspalvelua.",0
Tilasin Dell kannettavan ja olen tosi tyytyväinen hinta/laatu suhteeseen ja koneen kuntoon. Nopea toimitus.,1
Todella nopea ja hyvä palvelu. Edulliset hinnat ja kivoja tuotteita,1
"Ostin kaksi villamattoa, turkkilaisia vintagemattoja. Toinen on pinkki ja toinen on oranssi. Matot ovat todella kauniit ja erittäin hyvälaatuiset (olen supernipo). Mitään ongelmia ei ollut. Sain tullimaksua kahdesta matosta noin 70€, mutta summa oli luottokortillani noin tunnin päästä ilmoituksestani. Suosittelen lämpimästi, harmi, että kotiin mahtuu vain tietty määrä mattoja. Jos ostan vielä mattoja, tilaan täältä.",1
Upeat lamput saapuivat nopeasti ja erittäin hyvin pakattuina. En keksi mitään huonoa sanottavaa. Ehdottomasti shoppailen uudelleenkin näillä sivuilla.,1
Helppo tehdä tilaus netissä ja nopea toimitus,1
Selkeä ja hyvä yhteydenpito. Kerrottiin kaikki hyvin ja tilaukset ym tulivat ajallaan. Tikut tuntuvat toimivan normaalisti.,1
lehtikuningas voisi nopeuttaa tilauksen alkamista - hidas!,0
Vaivaton ja nopea. Olisi mukava jos Paypal maksuvaihtoehdoissa.,1
pitkä toinitusaika,1
"Asiakaspalvelu ystävällistä mutta itse tuotteen tuleminen kesti yli kuukauden ja palautustakin piti odottaa kotona yli viikon,  koska tuotetta ei saanut itse viedä postiin,  vaan piti odottaa kuljetusta hakemaan.  Sääti sitten siihen vielä päälle tupla postikulut,  ei kiitos enää tuolta!",0
"Tilasin 4 kpl kitkarenkaita. Ensimmäiset 2 kpl saapuivat viikossa. Lopuista 2 kpl:sta ei ole tietoa milloin saapuvat. Lähetyksen seuranta on näyttänyt yli viikon ""kuljetuksessa"", mutta muita lisätietoja ei ole saatavilla. Loppuukohan talvi ennen kuin saapuvat?I've been trying to contact your customer service for several days without any answer.Could You be so kind and answer to my emails?2 pcs of tires are still missing, been already for 3 weeks now!",0
Laadukkaita tuotteita ja toimitus tuli kohtuuajassa.,1
Tilasin tuotteet yli viikko sitten. Tilauksessa olin mukana mm. flexim ja tarkoituksena ulkoilla hienossa kesäsäässä uuden lemmikin kanssa. Edelleenkään 18.6 tilaus ei ole saapunut. Ainoastaan jälkikäteen tuli ilmoitus että tuotteita ei ollutkaan varastossa. Oikeissa nettikaupoissa tuotetta tilatessa kyseinen tieto ilmoitetaan automaattisesti jotta tietää olla tilaamatta jos tuote ei ole saatavilla. Zoopermarket kuitenkaan vaivautui ilmoittamaan asiasta vasta ostonapin painamisen jälkeen kun se oli jo myöhäistä.Pakko oli sitten käydä ostamassa kivijalkamyymälästä vastaava tuote jotta ei mene hienot kesäpäivät hukkaan. Katsotaan nyt tuleeko Zoopermarket tuotteet ikinä perille.,0
"Nopea toimitus,  edullisesti sain mitä halusin.",1
"Tuotevalikoima oli hyvä, toimitus nopea ja tuotteet erinomaisia.",1
Tilasin Tieteen kuvalehden 2 viikkoa sitten.ei näy vielä lehteä.,0
Sujuvaa ja helppoa!,1
nopea ja hyvä palvelu,1
"Tilauksen tekemisen kanssa oli hieman ongelmia, sillä tilausvahvistuksessa ei enää näkynytkään valitsemaani vaihtoehtoista toimituspaikkaa. Asiakaspalveluun sai kuitenkin yhteyden sähköpostilla ja asia korjattiin pikaisesti. Siitä iso plussa! Spartoo voisi tarjota kotiinkuljetuksen rinnalle myös maksutonta kuljetusta postiin tai lähikauppaan. Siinä mielessä moni muu verkkokauppa vie voiton. Todellisuudessa kovinkaan monella ei ole mahdollisuutta odotella monta päivää pakettia kotona. Asiakkaan kannalta olisi hyvä voida noutaa paketti esim. postista silloin kuin se itselle parhaiten sopii.",1
"Tilaus onnistui helposti ja paketti saapui Suomeen nopeasti. Ainoastaan Suomen päässä homma takkusi kauan. Se ei ole Mister-Auton vika, mutta kokonaiskuvaksi jäi ""hieman parannettavaa"".",1
"Lainan hakemus oli helppo,selkeä,muutama vaihe ja laina tuli tilille",1
"Supernopea toimitus, asiointi oli vaivatonta ja olen tyytyväinen tuotteeseeni 👍🏻",1
Hienoa toimintaa. Kone luotettavasti ja nopeasti selvästi edullisemmin kotiovelle kuin mitä rautakaupasta ostettuna olisi tullut maksamaan. Ei turhaa kiertelyä kaupoissa ja ajelua ympäri kaupunkia.,1
"Tuotteiden vaihdon toimitusaika on älyttömän pitkä!!!!! 3viikkoa!!!!! Asiakas ei saa vaihdon toimitusajasta mitään tietoa!!!! Jos soittaa ja kysyy, selitellään vain jotain pääsiäisestä, että pyhät sotkee!!!! Haloo!!!! 3 viikkoako on pääsiäinen???!!!!! Lasku maksettava ennen kuin on edes tuotetta!!!!! Hankalaa, jos ei edes tiedä käykö edes vaihdettavakaan tuote!!!! Asiakas saa itse selvitellä laskut Klarnan kanssa!!! Ensimmäinen tilaus on toimitusajaltaan nopea, mutta vaihtoon loppuu asiakaspalvelu- ja toimitusnopeus!!!!!!!",0
"Kuva oli juuri sellainen, kun olin tilannut ja ajattelin sen olevan 😊",1
"3 viikkoa yrittänyt muuttaa lentoja, sen jälkeen, kun viikko ensimmäisen viestin jälkeen vastattiin, että se on mahdollista. Soittanut monta kertaa, jonottanut tunteja puhelimessa turhaan, koska aina käsketty laittaa viestiä sivujen kautta, puhelimessa ei tehdä muutoksia tai peruutuksia. Väittivät puhelimessa, kun soitin 2 viikkoa viestin jälkeen, etten ole viestiä koskaan lähettänyt, vaikka siitä tuli sähköpostiin vahvistus. Nyt ainoa mitä tulee mihin tahansa kysymykseen on automaattinen viesti. Toivottavasti minun ei koskaan enää tarvitse olla missään tekemisissä tämän firman kanssa ja suosittelen muitakin karttamaan sitä.",0
nopea palvelu ja mukavat tarjoukset,1
Nopeaa ja helppoa tilata. Ei moittimista.Mutta tilaus kestää kauemmin tulla kuin ennen? Miksi piilolinssit tuli ennen postiluukusta ja nykyään ei?,1
"Monta tilausta olen tehnyt ja aina hyviä kokemuksia! :) Hyvä valikoima, edulliset hinnat ja nopea toimitus!",1
Tilattujen tuotteiden tilalle tuli korvaavat ja ilman käyttöohjeita. Lisäksi tuotteet eivät täytä esittelytekstissä mainittuja toimintoja.,0
"Maksoin lennot suoraan tililtäni, yli 1200euroa. Kuitenkin tuli viesti että matkaa ei voida vahvistaa, palautamme rahasi muutaman päivän kuluessa. Ole hyvä ja varaa uusi matka. MILLÄ RAHALLA???!",0
pakettia ei ole vielä toimitettu .Lupaus oli 2-4 päivää. On jo kulunut 8 päivääOlen jo maksanut tuotteen,0
"Tuotteen tilaus oli kohtuullisen helppoa ja toimitus todella nopea tämän kaltaiselle tuotteelle. Tapetti on laadultaan todella hyvä, ohjeet olivat hyvät, Tapetin värit olivat vielä paremmat kuin webbisivulla. Ei mitään moitittavaa.",1
"Pyysin toimittamaan kukat lauantaina oveen, jos ei olla kotona. Toimittivat kuitenkin vasta maanantaina, mutta kukat oli kuitenkin selvästi sidottu jo silloin lauantaina. Olivat melko nuukahtaneet - ei enää kovinkaan kauniit.",0
Paketti saapui nopeasti ja sisälsi kaikki tilaamani tuotteet turvallisesti pakattuna. Hintataso on varsin kohtuullinen ja tuotteet laadukkaita!,1
Osa oli hyvälaatuinen ja toimitus nopeata vaikka oli arkipyhä toimitusaikaan.,1
Ostos tuli perille niinkuin pitikin,1
"Sikäli kun ymmärsin tilaussivustonne toimivuuden tilattaessa, niin erikoispalveluja lennolle ei voinut varata sivustoltanne ja sivustonne ei näyttänyt antavan mitään tukea lisäpalvelujen ostamiseen.",0
Suurinosa kuvista alivaloitettuja. En tilaa toiste.,0
"Todella nopea toimitus aivan lähipostiin. Tuotteet oli pakattu hyvin. Mukana tuli myös pari tuoksunäytettä, tosin ei mitään suihkutettavia minipulloja vaan vanhanajan raaputuskortti. Mukavaa kun löytyi kaipaamiani tuotteita alennuksesta.",1
varaus jäi kesken ja vaikka miten yritin viimeistellä ei onnistunut.Ei Suomen kielistä puhelinpalvelua.,0
"Kello oli juuri sellainen kuin halusin, tarkka ja selvä! Kuvan laatu jännitti sillä tilatessa sen päällä luki ettei kuva ole tarpeeksi tarkka mutta onneksi tuli täydelline!",1
"Asiakaspalvelu ei toimi. Tilausta ei pysty perumaan, viesteihin ei vastata. Tilaus on ollut jo viikon ”käsitellään” tilaisena, eikä mitään tapahdu. Peruuta tilaus kohtaan jos yrittää mennä, niin aina jumittuu sivu kohtaan ”valitse tilaus”. Ei kannata tilata täältä yhtään mitään.",0
Halpoja lippuja mutta palvelun taso alhainen. Eri ihmiset vastaavat kysymyksiin eri tavalla ja lopulta tuntuu että kukaan ei tiedä miten pitäisi toimia.,0
"HeiA) laskua ei pääse maksamaan suoraan appista, eikä siinä ole laskun viivakoodinumeroa, jotta sen helposti voisi omaan pankki-appiin siirtää. B) appi ei muistuta eräpäivistä. Voisi muistuttaa kun lähenee, jos summa ei ole vielä kirjattu. Käyttäjä voisi manuaalisesti sitten täpätä hoidetuksi, jos ei enää halua muistutusta. Turhaan makselen nyt näitä 5 eurosia..",0
"Nopea toimitus, helppo verkkopalvelu / -portaali, huikeat tarjoukset ja selvä ohjeistus tilaukseen tekivät asiakaslähtöisen palvelukokemuksen.",1
"Nopea toimitus, edullinen hinta. Tuote vaikuttaa siltä mitä luvattiinkin.",1
Kaunis kuvitus ja ihana kirja,1
Huijari firma,0
"Tilaamani tuotteet eivät ole vieläkään tulleet, vaikka tilaus on tehty n. 2 vk sitten!",0
Tuote tuli hyvin perilleTilaan varnasti jatkossakin täältä varaosat ym,1
"Tilauksen tuleminen kestänyt jo toista viikkoa ,eikä vieläkään ei ole tullut.",0
"Joku on ostanut matkan maksaen Klarna.fi:n kautta, mutta käyttäen minun profiiliani. Heikko tietoturva; sähköposti riittää. Olen setvinyt asiaa jo monta päivää. Erittäin kiusallista. Tämä ei tietenkään lähtökohtaisesti ole Travellinkin syytä, mutta kuitenkin.",0
Verkkoasiointi älyttömän sujuvaa ja helppoa.,1
"Liian kalliit puhelinpalvelut , kuin on pakko kumminki soittaa ja viel joutuu oottamaan maksullisesti kymmeniä minuutteja",0
Hei mihin voin palauttaa 2vaatetta ovat liian pieniä,0
Tilaaminen helppoa ja paketti saapui ennakkoon luvattuna päivänä kotiovelle. Oli mukava seurata paketin matkaa Ranskasta kohti kotiosoitetta. Tuote ja koko oikea ja myös sopiva.,1
Tilasin skooteriin virtalukon joka oli väärä.että sellasta,0
"Liian hidasta palvelua, tavara oi matkalla yli 10 päivää, muistaakseni melkein 2 viikkoo.",0
Kaikki toimi hyvin.,1
"Ok palvelu. Lähettää tosin hillittömän määrän roskapostia sähköpostiin joiden tilaamista ei pysty lopettamaan, mm. Kerjää palautteita.",0
"Tilasin lampun ja maton. Matto on todella hyvä, mutta yhden tilaamani lampun sijaan sain kaksi joita en tilannut. Olen nyt selvitellyt asiaa kaksi kuukautta, ehdin reklamoida myös tilaamani lampun koska ei ollut enää tarvetta sille (odotusaika oli alunperin 3 viikkoa, väärän tuotteen toimituksen jälkeen vielä 2 viikkoa lisää joten ostin muualta kun tarve oli). Tällaisessa tilanteessa asiakaspalautus on ilmainen (muuten ei ole, huom.), mutta kodin1 haluaa itse sopia kuljetusfirman kanssa ja jos asiakas haluaisi sen tehdä niin sitten kuljetus ei olisi ilmainen. Kuljetus tapahtuu haluamanasi arkipäivänä välillä 8-16, aikaa ei voi tarkentaa joten joudut sopimaan sellaisen arkipäivän kun voit olla kotona. Itselläni niitä on aika harvassa. Ja koska aikaa ei voi sopia suoraan kuljetusfirman kanssa, olet jatkuvasti laittamassa sähköpostia kodin1:n kanssa. En tiedä miten yleistä tämä säätäminen on, mutta itselleni on käynyt jatkuvasti niin että kun laitan esimerkiksi maanantaina tai tiistaina viestin että saatteko kuljetuksen torstaille tai perjantaille tällä viikolla kun sattuisin olemaan kotosalla, niin saan vastauksen vasta kyseisenä päivänä yleensä vasta kahdentoista jälkeen ja tähän mennessä vastaus on aina ollut ""ikävä kyllä kuljetus ei onnistunut tälle päivälle"". Kun ilmeisesti ei voi vain viedä paketteja postiin ja kirjoittaa niihin ""asiakaspalautus"", ellei halua maksaa toimituskuluja tuotteista joita ei edes tilannut. Eikä kuljetusta kuulemma voi sopia itse kuljetusfirman kanssa, koska silloinkin joutuisi itse maksamaan ne kulut.",0
"Tilaus ollut yli viikon matkalla, eikä vieläkään saapunut!!",0
"ENGLISH and FINNISHI ordered a heart-shaped magnets, where the focus was on integral magnets, that it looks right.The first magnets, when arrived, they were broken edge. Packaging in which they were sent to the one in which they fit swinging.I was sent three times the new magnets. The last time they were packed even better, yet they were always broken. Eventually I muster all consignments four gifts intact magnet design my own, but they focus on was uneven, affecting the appearance of the magnet, in addition to the picture they had non-small black dots.Pictures ordered and flat on the other hand were good.At no point for me was not offered a refund of the money. Magnets I do not recommend to anyone. The quality is not good. Tilasin sydämen mallisia magneetteja, missä kuvakohdistus oli olennainen magneeteissa, että se näyttää oikealta.Ensimmäiset magneetit, kun saapuivat, ne olivat reunasta rikki. Pakkaus missä ne lähetettiin oli sellainen, missä ne mahtuivat heilumaan.Minulle lähetettiin kolme kertaa uudet magneetit. Viimeisellä kerralla ne jopa pakattiin paremmin, silti niissä oli aina rikkinäisiä. Lopulta sain koottua kasaan kaikista lähetyksistä neljä lahjaksi suunnittelemaani ehjää magneettia, mutta kuvakohdistus niissä oli epätasainen, mikä vaikutti magneetin ulkoasuun, lisäksi niissä oli kuvaan kuulumattomia pieniä mustia pisteitä.Tilaamani kuvat ja taulu sitä vastoin olivat hyviä.Missään vaiheessa minulle ei tarjottu rahojen palautusta. Magneetteja en suosittele kenellekkään. Laatu ei ole hyvää.",0
"Tilasin Smartphotolta ensimmäistä kertaa ja toimitus kestänyt yli sen mitä luvattu, joten joulupallot ja muki jäivät nyt saamatta ennen joulua. En tilaa enää kyseiseltä toimittajalta mitään, vaan jatkossa ifolorilta.",0
"Helppo tilata, hyvät tarjoukset ja tuotteet kotona parissa päivässä!",1
Hyvä tuote ja kohtuullinen toimitusaika ennen joulua.,1
Olen ostanut bitcoineja nyt useamman kerran ja jokaisella kerralla kauppa on käynyt ilman ongelmia tai viiveitä. Bitcoinit ovat tulleet tilille aina kahden tunnin sisällä käsittelyajasta.,1
"Tilasin kolme valokuvaa julisteina. Laatu oli hyvää, vaikka suurin juliste oli 800 mm leveä. Aivan lyömätön hinta-laatu-suhde.",1
"Tilasin 32 kuvakorttia kirjekuorineen. Kirjekuoria tuli kuitenkin vain 20. Valitin asiasta ja puuttuvat kuoret luvattiin lähettää minulle. Nyt on kulunut noin kolme viikkoa, eivätkä kirjekuoret ole vieläkään saapuneet. Jouduin siis ostamaan puuttuvat kuoret, jotta sain kortit ajoissa postiin. Terveisin, Virpi Päivinen",0
"Yritin tilata tuotteen wishiltä, tilaus jostain syystä epäonnistui mutta rahat lähti tililtä. Soitin suoraan klarnalle, sanoivat että raha palautuu automaattisesti 3 viikon sisällä. Nyt 2kk jälkeen soitin uudelleen kysyäkseni missä on palautus, niin selitykseksi tarjottiin jotain palautuslomaketta, jota ei kuitenkaan lähetetty sähköpostiin. Tein rikosilmoituksen, yritys huijaa asiakkailta rahaa eikä palauta.Näin epäluotettavaa toimintaa ei uskoisi olevan näinkin tunnetulla firmalla. Varokaa!Edit, vastaus vastaukseenne, rahanpalautuslomaketta ei ole lähetetty, joten selityksenne ei kelpaa.",0
"Yhtä toivoisin. Vaihtoehtoinen vastaanottaja. Tässä tapauksessa kun itse en ollut Suomessa, täytyi plärätä ja skannata valtakirjan kanssa. Ei täälä maailmalla joka paikasta skannereita löydy, eikä välttämättä nettiyhteyttä viikkoon. Yksi rivi lisää missä vaihtoehtoinen vastaanottaja, hek.tiedot tms.  Kiitos toimituksesta. Leatherman tulee työntekijäni häälahjaksi.",1
Hyvät toimivat ja edulliset lataus johdot. Nopea toimitus.,1
Ihan onneton sovellus😫 tulee sposti ja koitat avata pdf.ää niin nakkaa appiin ja siellä lukee että kaikki laskusi on maksettu... Ja sitten pukkaa huomautusta kotiin ja viivästysmaksuja! Ei mitään luottoa enään tähän! Poistoon menee app!Muuten klarna toimii hienosti.,0
Toimitusajat ei pidä,0
"Kirjoissa on pidempi tarina mitä odotin. Siistit kirjat ja tarina sisältö ylitti odotukset. Toimitus ok, mutta seuranta epäonnistui.",1
Tuotekysely oli paljon nopeampi kuin itse toimitus...,0
loppujen toimiva,1
Toimitusajat kotiin ovat mahdottomia (8-14) työssäkäyvälle. En suosittele tilaamaan koska toimituksen sopiminen oli vaikeaa,0
"Hyvä valikoima, selkeä kuvaus tuotteista,  helppo tilata ja erittäin nopea toimitus. Valitsin maksutavaksi laskun, jonka maksan myöhemmin. Voin suositella!",1
"Sujuva toimitus, ei mitään ongelmia",1
Nopea toimitus vaikka renkaat saapuivatkin kahdessa erässä. Suosittelen!,1
Hyvä valikoima sekä nopea toimitus.,1
Rahojen palautuksessa viivytellään turhan pitkään. Lippu.fi palautti rahat koronasta huolimatta noin kahden kuukauden odottelun jälkeen. Ticketmasterin kanssa on väännetty yli 4 kk palautusasian kanssa. Vältän Ticketmasterista ostamista jatkossa.,0
"Puolet tuotteista tulematta... Tilauksen toinen puolisko toimitettu jo viikko sitten, lopuista ei ole tullut mitään ilmoitusta, taitaa jäädä osa joululahjoista antamatta... Laatu ok niissä tuotteissa jotka on toimitettu",0
"Toimituksessa eikä verkkokaupan toimivuudessa ei moitetta. Ongelmat alkoivat siinä vaiheessa, kun tuote osoittautuu vialliseksi, näin kävi turvaportin kanssa, ""kätevä ja helppo käyttää"" paketin ohjeen mukaan lähetyspaketista leikata oikeat kohdat asennukseen, no eihän portin saanut kuin kerran toimimaan ja jumiutui paikoilleen. Paljastui ettei pakettia voinut lähettää takaisin kuin alkuperäisessä ehjässä lähetyspaketissaan, videoida/kuvata vika ja tietysti maksaa vielä lähetyskulut, olisi todettu tällöin sääntöjen vastainen palautus, kalliit on oppirahat. Luin arvosteluja kyseisestä portista vasta myöhemmin ja on todettu käyttökelvottomaksi. Myynnissä edelleen.",0
Sikamainen korko luotolle,0
Nopea käsittely ja erittäin miellyttävä asiakaspalvelu.,1
Toimitus kestää luokattoman kauan.,0
Helppoa ostamista. Selkeä sivu.,1
"Toivoisin soittoa noin 1/2 tuntia ENNEN renkaiden saapumista,eikä niin, että ollaan oventakana ja soitetaan,renkaat on täällä.Jäisi hieman varautumis aikaa ja varmasti renkaiden luovutus sujuisi jouheasti.",1
Hyvät hinnat ja nopea toimitus,1
Helppo ja nopea,1
Nopea tavaran toimitus.,1
Hyvät tuotteet ja nopea palvelu (4tuntia tilauksesta).,1
"Hyvin toimiva työkalu, on-line ja off-line tilat, paljon aineistoja sekä mahdollisuus ladata omia reittejä yms.. Vahva suositus!",1
Tilauksen toimitus tuntuu olevan etanan luokkaa. En tarvitse tämän jälkeen tämän yrityksen palveluita.,0
"Löysin lennot jotka olivat selvästi halvemmat kuin muualla. Kun yritin varata sivusto tarjosi Light varausta 389€ ja tavallista 553€. Otin tietysti Light varauksen ilman mitään turhia palveluita. Kun olin syöttänyt kaikki tiedot ja päässyt maksamiseen asti hinta olikin 553€, ja sivusto ilmoitti pienellä että huom. hinta on noussut 41€/henkilö.En tiedä onko heillä ihan normikäytäntö vai miten, mutta en todellakaan tehnyt varausta enkä aio tehdä jatkossakaan!",0
Halvin hinta tuotteella ja nopea toimitus:),1
"En ymmärrä että miksi helvetissä tämmöinen puulaaki on välissä keräämässä tietoja ja pari ostosta tullu vahingossa näin tehtyä tietämättömyyttäni, ja nyt on tietojenpoisto prosessi meneillään. Jatkossa jos jossain ei onnistu maksu ilman klarnaa niin kaupat jää tekemättä.",0
"Nopeaa toimintaa, hyvä yhteydenpito asiakkaaseen, ihana tuote!! 😃",1
Palvelu oli nopeaa ja kohteliasta lähetys tuli kotiin nopeasti  ja ovelle asti.Tuote oli odotukseni mukainen ja työnlaatu huolellisesti tehty Olen erittäin tyytyväinen ostokseeni .,1
"En ole toistaiseksi saanut tilaamaani tuotetta. Todennäköisesti vika on Postin, mutta kun aikaa on kulunut toista viikkoa, eikä tuotetta kuulu, en voi olla kokonaisuutena kuin erittäin tyytymätön.",0
Matto tuli nopeasti ja on hieno!,1
"Toimitusaika on liian pitkä, lähetys on edelleen tulematta.",0
Paketti tuli nopeasti ja oli tuote kuvausta vastaava.,1
"Tilaus tehty 11.6.Toimitus suoritettu vasta 25.6 ja vastaanottajaa ei avustettu tuotteen siirrossa ovelle/sisälle. Ei ole hirveästi vaadittu siirtää tuotteita esim nokkakärryillä asiakkaan ovelle.30.6 yritetty koota, mutta vääriä osia toimitettu.6.7 reklamaatio tehty7.7 vastaus asiakaspalveluksesta: ""Olen välittänyt viestisi reklamaatio-osastollemme ja he ovat sinuun yhteydessä sähköpostitse muutaman arkipäivän kuluessa.""13.7 soitto asiakaspalveluun kun mitään ei ole kuulunut josta kävi ilmi että reklamaatiossa on ruuhkaa ja muutama päivä menee ennen kuin otetaan käsittelyyn1/5 CX eli customer experience. Uudelleentilaus todennäköisyys erittäin matala.",0
Paita oli juuri niin kuin suunnitelmassa ja saapui ajallaan,1
Surkea mahdollisuus avata selaimessa. Ei laskunmaksu paljon helpoti,0
eipä menny ihan putkeen. tilasin huohottimen letkun. sain kaksi ajovaloumpion lasia. palautin tuotteet heti. luvattiin toimittaa tilattu oas. viikon kuluttua sain ilmoituksen että minun pitää tilata samainen osa uudestaan ja ensimmäisen tilauksen maksu palautetaa. eihän tässä ole mitään järkeä. olin hankkinut oas jo muualta ja moottori on toiminnassa. kiinastakin saa helpommin osia kuin teiltä. PS. jos seuraava tilaukseni toimituksessa ilmenee vielä ongelmia otan yhteyttä kuluttaja asiamieheen. tuskin tälläinen on koronakateuden syytä vai onko,0
"Toimitus nopea(siitä toinen tähti), mutta tuote oli surkea. Ei hohda pimeässä vaikka mitä tekisi.",0
"Helppo tilata, toimitus viikossa kotiovelle.",1
"hyvä,helppo ja toimiva. toimitusajat pitkät mutta johtunee postista",1
"Tilasimme joulukortteja ja kalenterin. Petyin pahan kerran. Kalenterikuvien sävyt olivat ilmeisesti automaatilla tuutattu. Osa ylivaloitetuista kuvista oli aivan puhki ja osa alivaloittuneista taas aivan mustia. Harmitti lähettää kalenteri lahjaksi. Toimitus oli ripeää, siitä pisteet. Ystävällisin terveisin, Sanna Sarén",0
"Ensikokemus verkkokaupasta oli positiivinen; toimitus melko nopeaa, tavarat pakattuna hyvin.",1
"Hyvä valikoima ja hyviä tarjouksia. Helppo asioida ja löytyi sopiva maksutapa, josta plussaa!",1
